ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Pages
koke1241-1-1-1,,koke1241-1,1,natoem,natoem,,,Stokhof1982Vol5.1,,false,,,p.130
koke1241-1-2-1,,koke1241-1,2,moeroep,moeroep,,,Stokhof1982Vol5.1,,false,,,p.130
koke1241-1-3-1,,koke1241-1,3,sagoep,sagoep,,,Stokhof1982Vol5.1,,false,,,p.130
koke1241-1-4-1,,koke1241-1,4,dieb,dieb,,,Stokhof1982Vol5.1,,false,,,p.130
koke1241-1-5-1,,koke1241-1,5,gerret,gerret,,,Stokhof1982Vol5.1,,false,,,p.130
koli1253-1-1-1,,koli1253-1,1,sarabuk,sarabuk,,,Lobel2013,,false,,,pp.319-356
koli1253-1-2-1,,koli1253-1,2,duwaʔ,duwaʔ,,,Lobel2013,,false,,,pp.319-356
koli1253-1-3-1,,koli1253-1,3,təlu,təlu,,,Lobel2013,,false,,,pp.319-356
koli1253-1-4-1,,koli1253-1,4,pat,pat,,,Lobel2013,,false,,,pp.319-356
koli1253-1-5-1,,koli1253-1,5,lima,lima,,,Lobel2013,,false,,,pp.319-356
koli1253-1-6-1,,koli1253-1,6,ənəm,ənəm,,,Lobel2013,,false,,,pp.319-356
koli1253-1-7-1,,koli1253-1,7,pitu,pitu,,,Lobel2013,,false,,,pp.319-356
koli1253-1-8-1,,koli1253-1,8,walu,walu,,,Lobel2013,,false,,,pp.319-356
koli1253-1-9-1,,koli1253-1,9,siyam,siyam,,,Lobel2013,,false,,,pp.319-356
koli1253-1-10-1,,koli1253-1,10,sepuluʔ,sepuluʔ,,,Lobel2013,,false,,,pp.319-356
koli1253-1-100-1,,koli1253-1,100,səgatus,səgatus,,,Lobel2013,,false,,,pp.319-356
koli1253-1-1000-1,,koli1253-1,1000,səŋibu,səŋibu,,,Lobel2013,,false,,,pp.319-356
koli1253-2-1-1,,koli1253-2,1,sala,sala,,,Lobel2013,,false,,,pp.319-356
koli1253-2-2-1,,koli1253-2,2,duwaʔ,duwaʔ,,,Lobel2013,,false,,,pp.319-356
koli1253-2-3-1,,koli1253-2,3,tolu,tolu,,,Lobel2013,,false,,,pp.319-356
koli1253-2-4-1,,koli1253-2,4,pat,pat,,,Lobel2013,,false,,,pp.319-356
koli1253-2-5-1,,koli1253-2,5,lima,lima,,,Lobel2013,,false,,,pp.319-356
koli1253-2-6-1,,koli1253-2,6,nom,nom,,,Lobel2013,,false,,,pp.319-356
koli1253-2-7-1,,koli1253-2,7,pitu,pitu,,,Lobel2013,,false,,,pp.319-356
koli1253-2-8-1,,koli1253-2,8,gwalu,gwalu,,,Lobel2013,,false,,,pp.319-356
koli1253-2-9-1,,koli1253-2,9,siyam,siyam,,,Lobel2013,,false,,,pp.319-356
koli1253-2-10-1,,koli1253-2,10,sopuluʔ,sopuluʔ,,,Lobel2013,,false,,,pp.319-356
koli1253-2-100-1,,koli1253-2,100,sogatus,sogatus,,,Lobel2013,,false,,,pp.319-356
koli1253-2-1000-1,,koli1253-2,1000,soŋibu,soŋibu,,,Lobel2013,,false,,,pp.319-356
kolo1267-1-1-1,,kolo1267-1,1,daima,daima,,,LeanMadang,,false,,,p.74
kolo1267-1-2-1,,kolo1267-1,2,lalapa,lalapa,,,LeanMadang,,false,,,p.74
kolo1267-1-3-1,,kolo1267-1,3,keipa,keipa,,,LeanMadang,,false,,,p.74
kolo1267-1-4-1,,kolo1267-1,4,bodipa,bodipa,,,LeanMadang,,false,,,p.74
kolo1267-1-5-1,,kolo1267-1,5,kulande,kulande,,‘kula’ = ‘hand’,LeanMadang,,false,,,p.74
kolo1267-2-1-1,,kolo1267-2,1,ndaimon,ndaimon,,,Ray1919,,false,,,p.329
kolo1267-2-2-1,,kolo1267-2,2,lălă,lălă,,,Ray1919,,false,,,p.329
kolo1267-2-3-1,,kolo1267-2,3,keipi,keipi,,,Ray1919,,false,,,p.329
kolo1267-2-4-1,,kolo1267-2,4,bŏdi,bŏdi,,,Ray1919,,false,,,p.329
kolo1267-2-5-1,,kolo1267-2,5,kulonde kulo-ndaimon,kulonde kulo-ndaimon,,,Ray1919,,false,,,p.329
kolo1267-2-6-1,,kolo1267-2,6,kolun-patun-ndaimon,kolun-patun-ndaimon,,,Ray1919,,false,,,p.329
kolo1267-2-10-1,,kolo1267-2,10,kula-la,kula-la,,,Ray1919,,false,,,p.329
kolo1267-2-20-1,,kolo1267-2,20,kabe-lala,kabe-lala,,,Ray1919,,false,,,p.329
kolo1267-3-1-1,,kolo1267-3,1,dʌima,dʌima,,,Zgraggen1980RaiCoast,,false,,,p.92
kolo1267-3-2-1,,kolo1267-3,2,lalapa,lalapa,,,Zgraggen1980RaiCoast,,false,,,p.92
kolo1267-4-1-1,,kolo1267-4,1,ndaⁱma,ndaⁱma,,,Gray2015,,false,,,p.65
kolo1267-4-2-1,,kolo1267-4,2,lalapa,lalapa,,,Gray2015,,false,,,p.65
kolo1267-4-3-1,,kolo1267-4,3,kiepa,kiepa,,,Gray2015,,false,,,p.65
kolo1267-4-4-1,,kolo1267-4,4,baudipa,baudipa,,,Gray2015,,false,,,p.65
kolo1267-4-5-1,,kolo1267-4,5,kulande,kulande,,[hand = kula-],Gray2015,,false,,,p.65
kolo1267-4-10-1,,kolo1267-4,10,kulalala,kulalala,,,Gray2015,,false,,,p.65
kolo1267-5-1-1,,kolo1267-5,1,ndaⁱma,ndaⁱma,,,Gray2015,,false,,,p.65
kolo1267-5-2-1,,kolo1267-5,2,lalapa,lalapa,,,Gray2015,,false,,,p.65
kolo1267-5-3-1,,kolo1267-5,3,kiepa,kiepa,,,Gray2015,,false,,,p.65
kolo1267-5-4-1,,kolo1267-5,4,baudipa,baudipa,,,Gray2015,,false,,,p.65
kolo1267-5-5-1,,kolo1267-5,5,kulande,kulande,,[hand = kula],Gray2015,,false,,,p.65
kolo1267-5-10-1,,kolo1267-5,10,kulalala,kulalala,,,Gray2015,,false,,,p.65
kolp1236-1-1-1,,kolp1236-1,1,'pusup,'pusup,,,Lean1985Vol04,,false,,,p.34
kolp1236-1-2-1,,kolp1236-1,2,te'tepe,te'tepe,,,Lean1985Vol04,,false,,,p.34
kolp1236-1-3-1,,kolp1236-1,3,tetepe 'kosup,tetepe 'kosup,,,Lean1985Vol04,,false,,,p.34
kolp1236-1-4-1,,kolp1236-1,4,ke'a so,ke'a so,,,Lean1985Vol04,,false,,,p.34
kolp1236-1-5-1,,kolp1236-1,5,'a:meleng,'a:meleng,,,Lean1985Vol04,,false,,,p.34
kolp1236-1-10-1,,kolp1236-1,10,melem'be:ga,melem'be:ga,,,Lean1985Vol04,,false,,,p.34
komb1272-1-1-1,,komb1272-1,1,lekek,lekek,,,LeanEastSepik,,false,,,p.1
komb1272-1-2-1,,komb1272-1,2,wiye,wiye,,,LeanEastSepik,,false,,,p.1
komb1272-1-3-1,,komb1272-1,3,wiya lekek,wiya lekek,,2 + 1,LeanEastSepik,,false,,,p.1
komb1272-1-4-1,,komb1272-1,4,wiye wiye,wiye wiye,,2 + 2,LeanEastSepik,,false,,,p.1
komb1272-1-5-1,,komb1272-1,5,ʔondokati elel,ʔondokati elel,,‘onto’ = ‘hand’,LeanEastSepik,,false,,,p.1
komb1272-1-10-1,,komb1272-1,10,ʔondokati ʔondokati,ʔondokati ʔondokati,,5 + 5: ‘hand hand side’ (or ‘hand side side’),LeanEastSepik,,false,,,p.1
komb1272-2-1-1,,komb1272-2,1,ləkɛk,ləkɛk,,,Laycock1970D05,,false,,,p.704
komb1272-2-2-1,,komb1272-2,2,wiyɛ,wiyɛ,,,Laycock1970D05,,false,,,p.704
komb1272-2-3-1,,komb1272-2,3,wiyɛ ləkɛk,wiyɛ ləkɛk,,,Laycock1970D05,,false,,,p.704
komb1272-2-4-1,,komb1272-2,4,wiyɛ wiyɛ,wiyɛ wiyɛ,,,Laycock1970D05,,false,,,p.704
komb1272-2-5-1,,komb1272-2,5,tɔkətyɑmbu,tɔkətyɑmbu,,[tɑnyimin ~ tɑ- = arm],Laycock1970D05,,false,,,p.704
komb1272-2-6-1,,komb1272-2,6,tɔkətyɑmbu kəpɛp lɑ lɛkɛk,tɔkətyɑmbu kəpɛp lɑ lɛkɛk,,,Laycock1970D05,,false,,,p.704
komb1272-2-7-1,,komb1272-2,7,tɔkətyɑmbu kəpɛp lɑ wiyɛ,tɔkətyɑmbu kəpɛp lɑ wiyɛ,,,Laycock1970D05,,false,,,p.704
komb1272-2-8-1,,komb1272-2,8,tɔkətyɑmbu kəpɛp lɑ wiyɛ lɛkɛk,tɔkətyɑmbu kəpɛp lɑ wiyɛ lɛkɛk,,,Laycock1970D05,,false,,,p.704
komb1272-2-9-1,,komb1272-2,9,tɔkətyɑmbu kəpɛp lɑ wiyɛ wiyɛ,tɔkətyɑmbu kəpɛp lɑ wiyɛ wiyɛ,,,Laycock1970D05,,false,,,p.704
komb1272-2-10-1,,komb1272-2,10,tɔkɛtyɛmbu tɔkɛtyɛmbu,tɔkɛtyɛmbu tɔkɛtyɛmbu,,,Laycock1970D05,,false,,,p.704
komb1273-1-1-1,,komb1273-1,1,kanok,kanok,,,Smith1988,,false,,,pp.81-82
komb1273-1-2-1,,komb1273-1,2,zagat,zagat,,,Smith1988,,false,,,pp.81-82
komb1273-1-3-1,,komb1273-1,3,karambut,karambut,,,Smith1988,,false,,,pp.81-82
komb1273-1-4-1,,komb1273-1,4,kimembut,kimembut,,,Smith1988,,false,,,pp.81-82
komb1273-1-5-1,,komb1273-1,5,betnambut,betnambut,,"hand half or side; Southwell (personal communication) reports the use of the word mamim, meaning ‘thumb’ for five.",Smith1988,,false,,,pp.81-82
komb1273-1-6-1,,komb1273-1,6,namburan kanok,namburan kanok,,at the other side,Smith1988,,false,,,pp.81-82
komb1273-1-9-1,,komb1273-1,9,namburan kimembut,namburan kimembut,,,Smith1988,,false,,,pp.81-82
komb1273-1-10-1,,komb1273-1,10,bazagat,bazagat,,,Smith1988,,false,,,pp.81-82
komb1273-1-10-2,,komb1273-1,10,bet zagat,bet zagat,,some informants: ‘hands two’,Smith1988,,false,,,pp.81-82
komb1273-1-10-3,,komb1273-1,10,bet nambut nambut,bet nambut nambut,,some informants: ‘hand side side’,Smith1988,,false,,,pp.81-82
komb1273-1-11-1,,komb1273-1,11,kin kanok,kin kanok,,,Smith1988,,false,,,pp.81-82
komb1273-1-15-1,,komb1273-1,15,kin nambut,kin nambut,,leg half,Smith1988,,false,,,pp.81-82
komb1273-1-16-1,,komb1273-1,16,kin nambut kanok,kin nambut kanok,,,Smith1988,,false,,,pp.81-82
komb1273-1-20-1,,komb1273-1,20,a kanok,a kanok,,man one,Smith1988,,false,,,pp.81-82
komb1273-2-1-1,,komb1273-2,1,kanok,kanok,,,LeanMorobe,,false,,,p.18
komb1273-2-2-1,,komb1273-2,2,zagat,zagat,,,LeanMorobe,,false,,,p.18
komb1273-2-3-1,,komb1273-2,3,karambut,karambut,,,LeanMorobe,,false,,,p.18
komb1273-2-4-1,,komb1273-2,4,kimembut,kimembut,,,LeanMorobe,,false,,,p.18
komb1273-2-5-1,,komb1273-2,5,betnambut,betnambut,,‘hand side’,LeanMorobe,,false,,,p.18
komb1273-2-6-1,,komb1273-2,6,namburan konok,namburan konok,,‘at the other side one’ or ‘one at the other side’,LeanMorobe,,false,,,p.18
komb1273-2-7-1,,komb1273-2,7,namburan zagat,namburan zagat,,,LeanMorobe,,false,,,p.18
komb1273-2-8-1,,komb1273-2,8,namburan karambut,namburan karambut,,,LeanMorobe,,false,,,p.18
komb1273-2-9-1,,komb1273-2,9,namburan kimembut,namburan kimembut,,,LeanMorobe,,false,,,p.18
komb1273-2-10-1,,komb1273-2,10,betzagat,betzagat,,‘hands two’,LeanMorobe,,false,,,p.18
komb1273-2-10-2,,komb1273-2,10,bazagat,bazagat,,‘hands two’,LeanMorobe,,false,,,p.18
komb1273-2-10-3,,komb1273-2,10,bet nambut nambut,bet nambut nambut,,‘hand side side’,LeanMorobe,,false,,,p.18
komb1273-2-11-1,,komb1273-2,11,kin kanok,kin kanok,,‘kin’ = ‘foot’,LeanMorobe,,false,,,p.18
komb1273-2-12-1,,komb1273-2,12,kin zagat,kin zagat,,,LeanMorobe,,false,,,p.18
komb1273-2-13-1,,komb1273-2,13,kin karambut,kin karambut,,,LeanMorobe,,false,,,p.18
komb1273-2-14-1,,komb1273-2,14,kin kimembut,kin kimembut,,,LeanMorobe,,false,,,p.18
komb1273-2-15-1,,komb1273-2,15,kin betnambut,kin betnambut,,,LeanMorobe,,false,,,p.18
komb1273-2-20-1,,komb1273-2,20,a kanok,a kanok,,‘man one’,LeanMorobe,,false,,,p.18
komb1273-3-1-1,,komb1273-3,1,kanok,kanok,,,LeanMorobe,,false,,,p.18
komb1273-3-2-1,,komb1273-3,2,zagat,zagat,,,LeanMorobe,,false,,,p.18
komb1273-3-3-1,,komb1273-3,3,karambut,karambut,,,LeanMorobe,,false,,,p.18
komb1273-3-4-1,,komb1273-3,4,kimembut,kimembut,,,LeanMorobe,,false,,,p.18
komb1273-3-5-1,,komb1273-3,5,bet nambut,bet nambut,,‘hand side’,LeanMorobe,,false,,,p.18
komb1273-3-6-1,,komb1273-3,6,namburan kanok,namburan kanok,,‘at the other side one’ or ‘one at the other side’,LeanMorobe,,false,,,p.18
komb1273-3-7-1,,komb1273-3,7,namburan zagat,namburan zagat,,,LeanMorobe,,false,,,p.18
komb1273-3-8-1,,komb1273-3,8,namburan karambut,namburan karambut,,,LeanMorobe,,false,,,p.18
komb1273-3-9-1,,komb1273-3,9,namburan kimembut,namburan kimembut,,,LeanMorobe,,false,,,p.18
komb1273-3-10-1,,komb1273-3,10,bet zagat,bet zagat,,‘hands two’,LeanMorobe,,false,,,p.18
komb1273-3-10-2,,komb1273-3,10,bet nambul nambut,bet nambul nambut,,‘hand this side that side’,LeanMorobe,,false,,,p.18
komb1273-3-11-1,,komb1273-3,11,kin kanok,kin kanok,,‘kin’ = ‘foot’,LeanMorobe,,false,,,p.18
komb1273-3-12-1,,komb1273-3,12,kin zagat,kin zagat,,,LeanMorobe,,false,,,p.18
komb1273-3-13-1,,komb1273-3,13,kin karambut,kin karambut,,,LeanMorobe,,false,,,p.18
komb1273-3-14-1,,komb1273-3,14,kin kimembut,kin kimembut,,,LeanMorobe,,false,,,p.18
komb1273-3-15-1,,komb1273-3,15,kin bet nambut,kin bet nambut,,,LeanMorobe,,false,,,p.18
komb1273-3-16-1,,komb1273-3,16,kin namburan kanok,kin namburan kanok,,,LeanMorobe,,false,,,p.18
komb1273-3-17-1,,komb1273-3,17,kin namburan zagat,kin namburan zagat,,,LeanMorobe,,false,,,p.18
komb1273-3-20-1,,komb1273-3,20,a kanok,a kanok,,‘man one’,LeanMorobe,,false,,,p.18
komb1274-1-1-1,,komb1274-1,1,mofenadi,mofenadi,,,deVries1993,,false,,,pp.40-41
komb1274-1-2-1,,komb1274-1,2,molumo,molumo,,,deVries1993,,false,,,pp.40-41
komb1274-1-3-1,,komb1274-1,3,molumonefe,molumonefe,,,deVries1993,,false,,,pp.40-41
komb1274-1-4-1,,komb1274-1,4,molumo-molumo,molumo-molumo,,,deVries1993,,false,,,pp.40-41
komi1271-1-1-1,,komi1271-1,1,unduɡu,unduɡu,,,Tousch2013,,false,,,
komi1271-1-2-1,,komi1271-1,2,onɡono,onɡono,,,Tousch2013,,false,,,
komi1271-1-3-1,,komi1271-1,3,iniunɡku,iniunɡku,,,Tousch2013,,false,,,
komi1271-1-4-1,,komi1271-1,4,nunyɑnunyɑnɡku,nunyɑnunyɑnɡku,,,Tousch2013,,false,,,
komi1271-1-5-1,,komi1271-1,5,psɑnɡkɑduɡu,psɑnɡkɑduɡu,,,Tousch2013,,false,,,
komo1261-1-1-1,,komo1261-1,1,sa,sa,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-1-2,,komo1261-1,1,se-,se-,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-2-1,,komo1261-1,2,rua,rua,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-3-1,,komo1261-1,3,telu,telu,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-4-1,,komo1261-1,4,paq,paq,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-5-1,,komo1261-1,5,lima,lima,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-6-1,,komo1261-1,6,nemu,nemu,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-7-1,,komo1261-1,7,pitu,pitu,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-8-1,,komo1261-1,8,walu,walu,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-9-1,,komo1261-1,9,siwa,siwa,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-10-1,,komo1261-1,10,pulu,pulu,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-10-2,,komo1261-1,10,sa(m)pulu,sa(m)pulu,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-11-1,,komo1261-1,11,sepulu sa,sepulu sa,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-12-1,,komo1261-1,12,sepulu rua,sepulu rua,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-13-1,,komo1261-1,13,sepulu telu,sepulu telu,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-100-1,,komo1261-1,100,ratuh,ratuh,,,Verheijen1982,,false,,,pp.204-222
komo1261-1-1000-1,,komo1261-1,1000,riwu,riwu,,,Verheijen1982,,false,,,pp.204-222
kona1242-1-1-1,,kona1242-1,1,'tano,'tano,,,LeanWestern,,false,,,p.10
kona1242-1-2-1,,kona1242-1,2,bu'no,bu'no,,,LeanWestern,,false,,,p.10
kona1242-1-3-1,,kona1242-1,3,kn'madia,kn'madia,,,LeanWestern,,false,,,p.10
kona1242-1-4-1,,kona1242-1,4,da'so dia,da'so dia,,,LeanWestern,,false,,,p.10
kona1242-1-5-1,,kona1242-1,5,hou,hou,,"does not contain a ‘hand’ morpheme, the word for ‘hand’ being ‘dibi'go’",LeanWestern,,false,,,p.10
kona1242-1-10-1,,kona1242-1,10,dnbago gogo do ,dnbago gogo do ,,,LeanWestern,,false,,,p.10
kond1303-1-1-1,,kond1303-1,1,muju,muju,,,Galis1955,,false,,,p.137
kond1303-1-2-1,,kond1303-1,2,irège,irège,,,Galis1955,,false,,,p.137
kond1303-1-3-1,,kond1303-1,3,oruège,oruège,,,Galis1955,,false,,,p.137
kond1303-1-4-1,,kond1303-1,4,adenggosi,adenggosi,,,Galis1955,,false,,,p.137
kond1303-1-5-1,,kond1303-1,5,dèrèbujeni,dèrèbujeni,,,Galis1955,,false,,,p.137
kond1303-1-6-1,,kond1303-1,6,adena-mutju,adena-mutju,,,Galis1955,,false,,,p.137
kond1303-1-7-1,,kond1303-1,7,adena-mirège,adena-mirège,,,Galis1955,,false,,,p.137
kond1303-1-8-1,,kond1303-1,8,adena-moruège,adena-moruège,,,Galis1955,,false,,,p.137
kond1303-1-9-1,,kond1303-1,9,adena-adenggosi,adena-adenggosi,,,Galis1955,,false,,,p.137
kond1303-1-10-1,,kond1303-1,10,dèrèburège,dèrèburège,,,Galis1955,,false,,,p.137
kond1303-1-11-1,,kond1303-1,11,dèrèburège-debejenta,dèrèburège-debejenta,,,Galis1955,,false,,,p.137
kond1303-1-20-1,,kond1303-1,20,digi-mutju-djua,digi-mutju-djua,,,Galis1955,,false,,,p.137
kond1303-1-40-1,,kond1303-1,40,digi-irege-djua,digi-irege-djua,,,Galis1955,,false,,,p.137
kono1269-1-1-1,,kono1269-1,1,tikei,tikei,,,Lean1985Vol01,,false,,,p.55
kono1269-1-2-1,,kono1269-1,2,dau,dau,,,Lean1985Vol01,,false,,,p.55
kono1269-1-3-1,,kono1269-1,3,tul,tul,,,Lean1985Vol01,,false,,,p.55
kono1269-1-4-1,,kono1269-1,4,fat,fat,,,Lean1985Vol01,,false,,,p.55
kono1269-1-5-1,,kono1269-1,5,lima,lima,,‘hand’ = ‘kuk’; bears [no] apparent relation to the word for ‘five’,Lean1985Vol01,,false,,,p.55
kono1269-1-6-1,,kono1269-1,6,wono,wono,,,Lean1985Vol01,,false,,,p.55
kono1269-1-7-1,,kono1269-1,7,fit,fit,,,Lean1985Vol01,,false,,,p.55
kono1269-1-8-1,,kono1269-1,8,wal,wal,,,Lean1985Vol01,,false,,,p.55
kono1269-1-9-1,,kono1269-1,9,sua,sua,,,Lean1985Vol01,,false,,,p.55
kono1269-1-10-1,,kono1269-1,10,sangful,sangful,,,Lean1985Vol01,,false,,,p.55
kono1269-1-11-1,,kono1269-1,11,sangful kau tikei,sangful kau tikei,,,Lean1985Vol01,,false,,,p.55
kono1269-1-15-1,,kono1269-1,15,sangful kau lima,sangful kau lima,,,Lean1985Vol01,,false,,,p.55
kono1269-1-20-1,,kono1269-1,20,sangful i dau,sangful i dau,,,Lean1985Vol01,,false,,,p.55
kono1269-1-50-1,,kono1269-1,50,sangful i lima,sangful i lima,,,Lean1985Vol01,,false,,,p.55
kono1269-1-100-1,,kono1269-1,100,mar i tikei,mar i tikei,,,Lean1985Vol01,,false,,,p.55
kopa1248-1-1-1,,kopa1248-1,1,batep,batep,,,LeanEastSepik,,false,,,p.58
kopa1248-1-2-1,,kopa1248-1,2,kompari,kompari,,,LeanEastSepik,,false,,,p.58
kopa1248-1-3-1,,kopa1248-1,3,keromonk,keromonk,,,LeanEastSepik,,false,,,p.58
kopa1248-1-4-1,,kopa1248-1,4,tsanantuk,tsanantuk,,,LeanEastSepik,,false,,,p.58
kopa1248-1-5-1,,kopa1248-1,5,tsampok,tsampok,,"Neither 5 nor 10 contain a ‘hand’ morpheme, ‘napang’.",LeanEastSepik,,false,,,p.58
kopa1248-1-10-1,,kopa1248-1,10,ataprok,ataprok,,,LeanEastSepik,,false,,,p.58
kopa1248-2-1-1,,kopa1248-2,1,mbiounɑ,mbiounɑ,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-2-1,,kopa1248-2,2,kʷә́·mbɑ·li,kʷә́·mbɑ·li,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-3-1,,kopa1248-2,3,kɛrɛmәŋɡ,kɛrɛmәŋɡ,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-4-1,,kopa1248-2,4,sɑnɑndәk,sɑnɑndәk,,[Kopar village dialect],Laycock1971D24,,false,,,p.3390
kopa1248-2-4-2,,kopa1248-2,4,sɑnɑndәko,sɑnɑndәko,,[Wangan village dialect],Laycock1971D24,,false,,,p.3390
kopa1248-2-5-1,,kopa1248-2,5,tɑmbɔk,tɑmbɔk,,[Kopar village dialect],Laycock1971D24,,false,,,p.3390
kopa1248-2-5-2,,kopa1248-2,5,tɑmbuko,tɑmbuko,,[Wangan village dialect],Laycock1971D24,,false,,,p.3390
kopa1248-2-6-1,,kopa1248-2,6,mbɑtɑ pɑndɑ,mbɑtɑ pɑndɑ,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-7-1,,kopa1248-2,7,kwɔndʒi·rɑnde,kwɔndʒi·rɑnde,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-8-1,,kopa1248-2,8,kɛrɛmәŋɡɑndɑ,kɛrɛmәŋɡɑndɑ,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-9-1,,kopa1248-2,9,sɑnɑ́ndəɡɑndə,sɑnɑ́ndəɡɑndə,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-10-1,,kopa1248-2,10,ɑitɑp pwɔ́rək,ɑitɑp pwɔ́rək,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-20-1,,kopa1248-2,20,pwɔɪn,pwɔɪn,,,Laycock1971D24,,false,,,p.3390
kopa1248-2-20-2,,kopa1248-2,20,(pɑun?),(pɑun?),,,Laycock1971D24,,false,,,p.3390
kora1294-1-1-1,,kora1294-1,1,dabako,dabako,,,Lean1985Vol05,,false,,,p.38
kora1294-1-2-1,,kora1294-1,2,etoto,etoto,,,Lean1985Vol05,,false,,,p.38
kora1294-1-3-1,,kora1294-1,3,etodaba,etodaba,,2 + 1,Lean1985Vol05,,false,,,p.38
kora1294-1-4-1,,kora1294-1,4,awonde,awonde,,,Lean1985Vol05,,false,,,p.38
kora1294-1-4-2,,kora1294-1,4,(awondenak),(awondenak),,,Lean1985Vol05,,false,,,p.38
kora1294-1-4-3,,kora1294-1,4,(awonode),(awonode),,,Lean1985Vol05,,false,,,p.38
kora1294-1-5-1,,kora1294-1,5,gabusoveni,gabusoveni,,‘gabu’ = ‘hand’,Lean1985Vol05,,false,,,p.38
kora1294-1-5-2,,kora1294-1,5,(ungu soveni),(ungu soveni),,‘ungu’ = ‘hand’,Lean1985Vol05,,false,,,p.38
kora1294-1-6-1,,kora1294-1,6,gabu soveni etoda dabako,gabu soveni etoda dabako,,,Lean1985Vol05,,false,,,p.38
kora1294-1-7-1,,kora1294-1,7,gabu soveni etoda etoto,gabu soveni etoda etoto,,,Lean1985Vol05,,false,,,p.38
kora1294-1-8-1,,kora1294-1,8,gabu soveni etoda etodaba,gabu soveni etoda etodaba,,,Lean1985Vol05,,false,,,p.38
kora1294-1-9-1,,kora1294-1,9,gabu soveni etoda awonde,gabu soveni etoda awonde,,,Lean1985Vol05,,false,,,p.38
kora1294-1-10-1,,kora1294-1,10,gabu soveni soveni,gabu soveni soveni,,‘hands completed’,Lean1985Vol05,,false,,,p.38
kora1294-1-10-2,,kora1294-1,10,(ungu soveni soveni),(ungu soveni soveni),,‘hands completed’,Lean1985Vol05,,false,,,p.38
kora1294-1-15-1,,kora1294-1,15,gabu soveni soveni wose ata soveni,gabu soveni soveni wose ata soveni,,‘ata’ = ‘foot’,Lean1985Vol05,,false,,,p.38
kora1294-1-20-1,,kora1294-1,20,genembo e(i)ni,genembo e(i)ni,,‘man one’,Lean1985Vol05,,false,,,p.38
kora1294-2-1-1,,kora1294-2,1,dabako,dabako,,,Lean1985Vol05,,false,,,p.38
kora1294-2-2-1,,kora1294-2,2,etoto,etoto,,,Lean1985Vol05,,false,,,p.38
kora1294-2-3-1,,kora1294-2,3,etodaba,etodaba,,2 + 1,Lean1985Vol05,,false,,,p.38
kora1294-2-4-1,,kora1294-2,4,awonode,awonode,,,Lean1985Vol05,,false,,,p.38
kora1294-2-5-1,,kora1294-2,5,awono eni bako dabako,awono eni bako dabako,,,Lean1985Vol05,,false,,,p.38
kora1294-2-5-2,,kora1294-2,5,gabu soveni,gabu soveni,,,Lean1985Vol05,,false,,,p.38
kora1294-2-10-1,,kora1294-2,10,awono eni bako etoto,awono eni bako etoto,,,Lean1985Vol05,,false,,,p.38
kora1294-2-10-2,,kora1294-2,10,gabu soveni soveni,gabu soveni soveni,,,Lean1985Vol05,,false,,,p.38
kora1296-1-1-1,,kora1296-1,1,itamanuŋo,itamanuŋo,,,Zgraggen1980NorthernAdelbert,,false,,,p.92
kora1296-1-2-1,,kora1296-1,2,itiɛl,itiɛl,,,Zgraggen1980NorthernAdelbert,,false,,,p.92
koro1313-1-1-1,,koro1313-1,1,nara,nara,,,Rausch1912,,false,,,p.964
koro1313-1-2-1,,koro1313-1,2,keinta,keinta,,,Rausch1912,,false,,,p.964
koro1313-1-3-1,,koro1313-1,3,bā́ro,bā́ro,,,Rausch1912,,false,,,p.964
koro1313-1-4-1,,koro1313-1,4,káiro,káiro,,,Rausch1912,,false,,,p.964
koro1313-1-5-1,,koro1313-1,5,panoko,panoko,,,Rausch1912,,false,,,p.964
koro1313-1-6-1,,koro1313-1,6,panoko eta nara,panoko eta nara,,,Rausch1912,,false,,,p.964
koro1313-1-10-1,,koro1313-1,10,kivora,kivora,,,Rausch1912,,false,,,p.964
koro1313-1-15-1,,koro1313-1,15,panokoe keinta kivora,panokoe keinta kivora,,,Rausch1912,,false,,,p.964
